0,1,2,3,4,y
1.0,0.09353557240881184,0.0,0.0,0.9999993476452939,0
1.0,0.03755868544600939,0.0,0.0,0.9999988816776447,0
1.0,0.04044781509570242,0.0,0.0,0.9999998136129431,0
1.0,0.06392199349945829,1.0,0.0,0.999999254451762,0
1.0,0.09750812567713976,0.0,0.0,0.8597825217456561,0
1.0,0.1368725171542073,0.0,0.0,0.9999993476452939,0
1.0,0.045142650776453595,1.0,0.0,0.8597827081327164,0
1.0,0.12206572769953052,0.0,0.0,0.8597823353585992,0
1.0,0.15348501263994221,0.0,0.0,0.9999994408388223,0
1.0,0.009750812567713976,0.0,0.25,0.5119702057332742,0
1.0,0.009750812567713976,0.0,0.0,0.9999978565488145,0
1.0,0.1946551101480679,0.0,0.0,0.5119779407962497,0
1.0,0.0740339472733839,0.0,0.0,0.8597825217456561,0
1.0,0.04658721560130011,0.0,0.0,0.9999991612582335,0
1.0,0.08956301914048394,0.0,0.0,0.9999991612582335,0
1.0,0.028169014084507043,0.0,0.0,0.9999991612582335,0
0.007007007007007007,0.3286384976525822,0.0,0.5,0.1057340032580627,1
1.0,0.012639942217407007,0.0,0.0,0.5119624706703021,0
1.0,0.18273745034308417,1.0,0.0,0.8597825217456561,0
1.0,0.07511737089201878,0.0,0.25,0.5119702057332742,0
1.0,0.06247742867461178,0.0,0.0,0.9999996272258826,0
1.0,0.044420368364030335,1.0,0.0,0.5119717900232821,0
1.0,0.10653665583243048,0.0,0.0,0.9999903078729027,0
1.0,0.20404478150957026,1.0,0.0,0.8597824285521276,0
1.0,0.04875406283856988,0.0,0.0,0.8777473335472601,0
1.0,0.08450704225352113,0.0,0.25,0.5119779407962497,0
1.0,0.00902853015529072,0.0,0.0,0.9999997204194111,0
1.0,0.004694835680751174,0.0,0.0,0.5119668507662015,0
1.0,0.1292885518237631,0.0,0.0,0.8777422079031226,0
1.0,0.04875406283856988,1.0,0.0,0.8597825217456561,0
1.0,0.10328638497652583,1.0,0.0,0.9999995340323508,0
1.0,0.13001083423618637,0.0,0.0,0.8597827081327164,0
1.0,0.06644998194293969,1.0,0.0,0.9999987884841128,0
1.0,0.06428313470566992,1.0,0.0,0.8597825217456561,0
1.0,0.05597688696280246,0.0,0.25,0.5119659188309067,0
1.0,0.16106897797038644,0.0,0.0,0.9999997204194111,0
1.0,0.034669555796316365,1.0,0.0,0.9999901214858424,0
1.0,0.04153123871433731,0.0,0.0,0.5120102789510856,0
1.0,0.030335861321776816,0.0,0.0,0.8597831741003656,0
1.0,0.2134344528710726,0.0,0.0,0.999999254451762,0
1.0,0.26652221018418204,0.0,0.0,0.8597827081327164,0
1.0,0.030335861321776816,0.0,0.0,0.9999998136129431,0
